orf_name,Class D,Class C,Class B,Class A
chr_7753,"K01834  PGAM, gpmA; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",04131 Membrane trafficking,Protein families: genetic information processing,Brite Hierarchies
chr_7754,"K04063  osmC, ohr; lipoyl-dependent peroxidase",99975 Protein processing,Unclassified: genetic information processing,Not Included in Pathway or Brite
chr_7758,K15521  mshA; D-inositol-3-phosphate glycosyltransferase,99980 Enzymes with EC numbers,Unclassified: metabolism,Not Included in Pathway or Brite
chr_7765,K00075  murB; UDP-N-acetylmuramate dehydrogenase,00520 Amino sugar and nucleotide sugar metabolism,Carbohydrate metabolism,Metabolism
chr_7765,K00075  murB; UDP-N-acetylmuramate dehydrogenase,00550 Peptidoglycan biosynthesis,Glycan biosynthesis and metabolism,Metabolism
chr_7765,K00075  murB; UDP-N-acetylmuramate dehydrogenase,01011 Peptidoglycan biosynthesis and degradation proteins,Protein families: metabolism,Brite Hierarchies
chr_7769,K01433  purU; formyltetrahydrofolate deformylase,00670 One carbon pool by folate,Metabolism of cofactors and vitamins,Metabolism
chr_7769,K01433  purU; formyltetrahydrofolate deformylase,00630 Glyoxylate and dicarboxylate metabolism,Carbohydrate metabolism,Metabolism
chr_7780,K14267  dapC; N-succinyldiaminopimelate aminotransferase,00300 Lysine biosynthesis,Amino acid metabolism,Metabolism
chr_7780,K14267  dapC; N-succinyldiaminopimelate aminotransferase,01007 Amino acid related enzymes,Protein families: metabolism,Brite Hierarchies
chr_7787,K07149  K07149; uncharacterized protein,99997 Function unknown,Poorly characterized,Not Included in Pathway or Brite
chr_7790,K07816  E2.7.6.5X; putative GTP pyrophosphokinase,00230 Purine metabolism,Nucleotide metabolism,Metabolism
chr_7799,K11410  acdH; short/branched chain acyl-CoA dehydrogenase,"00280 Valine, leucine and isoleucine degradation",Amino acid metabolism,Metabolism
chr_7800,K01968  E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit,"00280 Valine, leucine and isoleucine degradation",Amino acid metabolism,Metabolism
chr_7801,K01969  E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit,"00280 Valine, leucine and isoleucine degradation",Amino acid metabolism,Metabolism
chr_7803,"K02274  coxA, ctaD; cytochrome c oxidase subunit I",00190 Oxidative phosphorylation,Energy metabolism,Metabolism
chr_7806,"K02479  K02479; two-component system, NarL family, response regulator",02022 Two-component system,Protein families: signaling and cellular processes,Brite Hierarchies
chr_7808,K07485  K07485; transposase,99976 Replication and repair,Unclassified: genetic information processing,Not Included in Pathway or Brite
chr_7809,"K03296  TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",99977 Transport,Unclassified: signaling and cellular processes,Not Included in Pathway or Brite
chr_7810,"K08159  sotB; MFS transporter, DHA1 family, L-arabinose/isopropyl-beta-D-thiogalactopyranoside export protein",02000 Transporters,Protein families: signaling and cellular processes,Brite Hierarchies
chr_7811,"K06221  dkgA; 2,5-diketo-D-gluconate reductase A",99980 Enzymes with EC numbers,Unclassified: metabolism,Not Included in Pathway or Brite
chr_7817,K07148  K07148; uncharacterized protein,99997 Function unknown,Poorly characterized,Not Included in Pathway or Brite
chr_7819,K04093  pheA1; chorismate mutase,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis",Amino acid metabolism,Metabolism
chr_7820,K07485  K07485; transposase,99976 Replication and repair,Unclassified: genetic information processing,Not Included in Pathway or Brite
chr_7838,"K03892  arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor",03000 Transcription factors,Protein families: genetic information processing,Brite Hierarchies
chr_7839,"K03325  ACR3, arsB; arsenite transporter",02000 Transporters,Protein families: signaling and cellular processes,Brite Hierarchies
chr_7840,"K03741  arsC2, arsC; arsenate reductase (thioredoxin)",99980 Enzymes with EC numbers,Unclassified: metabolism,Not Included in Pathway or Brite
chr_7873,"K08167  smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein",01504 Antimicrobial resistance genes,Protein families: signaling and cellular processes,Brite Hierarchies
chr_7873,"K08167  smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein",02000 Transporters,Protein families: signaling and cellular processes,Brite Hierarchies
chr_7878,K01990  ABC-2.A; ABC-2 type transport system ATP-binding protein,02000 Transporters,Protein families: signaling and cellular processes,Brite Hierarchies
chr_7879,K07979  ytrA; GntR family transcriptional regulator,03000 Transcription factors,Protein families: genetic information processing,Brite Hierarchies
chr_7881,K01990  ABC-2.A; ABC-2 type transport system ATP-binding protein,02000 Transporters,Protein families: signaling and cellular processes,Brite Hierarchies
chr_7884,"K18135  nalD; TetR/AcrR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon",01501 beta-Lactam resistance,Drug resistance: antimicrobial,Human Diseases
chr_7884,"K18135  nalD; TetR/AcrR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon",03000 Transcription factors,Protein families: genetic information processing,Brite Hierarchies
chr_7889,"K02488  pleD; two-component system, cell cycle response regulator",02020 Two-component system,Signal transduction,Environmental Information Processing
chr_7889,"K02488  pleD; two-component system, cell cycle response regulator",04112 Cell cycle - Caulobacter,Cell growth and death,Cellular Processes
chr_7889,"K02488  pleD; two-component system, cell cycle response regulator",02022 Two-component system,Protein families: signaling and cellular processes,Brite Hierarchies
chr_7891,K02039  phoU; phosphate transport system protein,99994 Others,Unclassified: signaling and cellular processes,Not Included in Pathway or Brite
chr_7893,K02036  pstB; phosphate transport system ATP-binding protein,02010 ABC transporters,Membrane transport,Environmental Information Processing
chr_7893,K02036  pstB; phosphate transport system ATP-binding protein,02000 Transporters,Protein families: signaling and cellular processes,Brite Hierarchies
chr_7894,K02038  pstA; phosphate transport system permease protein,02010 ABC transporters,Membrane transport,Environmental Information Processing
chr_7894,K02038  pstA; phosphate transport system permease protein,02000 Transporters,Protein families: signaling and cellular processes,Brite Hierarchies
chr_7895,K02037  pstC; phosphate transport system permease protein,02010 ABC transporters,Membrane transport,Environmental Information Processing
chr_7895,K02037  pstC; phosphate transport system permease protein,02000 Transporters,Protein families: signaling and cellular processes,Brite Hierarchies
chr_7896,K02040  pstS; phosphate transport system substrate-binding protein,02010 ABC transporters,Membrane transport,Environmental Information Processing
chr_7896,K02040  pstS; phosphate transport system substrate-binding protein,02020 Two-component system,Signal transduction,Environmental Information Processing
chr_7896,K02040  pstS; phosphate transport system substrate-binding protein,05152 Tuberculosis,Infectious disease: bacterial,Human Diseases
chr_7896,K02040  pstS; phosphate transport system substrate-binding protein,02000 Transporters,Protein families: signaling and cellular processes,Brite Hierarchies
chr_7898,K15520  mshD; mycothiol synthase,99980 Enzymes with EC numbers,Unclassified: metabolism,Not Included in Pathway or Brite
chr_7899,"K03294  TC.APA; basic amino acid/polyamine antiporter, APA family",99977 Transport,Unclassified: signaling and cellular processes,Not Included in Pathway or Brite
chr_7906,"K01011  TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase",00270 Cysteine and methionine metabolism,Amino acid metabolism,Metabolism
chr_7906,"K01011  TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase",00920 Sulfur metabolism,Energy metabolism,Metabolism
chr_7906,"K01011  TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase",04122 Sulfur relay system,"Folding, sorting and degradation",Genetic Information Processing
chr_7912,K02619  pabC; 4-amino-4-deoxychorismate lyase,00790 Folate biosynthesis,Metabolism of cofactors and vitamins,Metabolism
chr_7913,"K03711  fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator",03000 Transcription factors,Protein families: genetic information processing,Brite Hierarchies
chr_7914,K06980  ygfZ; tRNA-modifying protein YgfZ,03016 Transfer RNA biogenesis,Protein families: genetic information processing,Brite Hierarchies
chr_7918,K01933  purM; phosphoribosylformylglycinamidine cyclo-ligase,00230 Purine metabolism,Nucleotide metabolism,Metabolism
chr_7919,"K00764  purF, PPAT; amidophosphoribosyltransferase","00250 Alanine, aspartate and glutamate metabolism",Amino acid metabolism,Metabolism
chr_7919,"K00764  purF, PPAT; amidophosphoribosyltransferase",00230 Purine metabolism,Nucleotide metabolism,Metabolism
chr_7919,"K00764  purF, PPAT; amidophosphoribosyltransferase",01002 Peptidases and inhibitors,Protein families: metabolism,Brite Hierarchies
chr_7923,K08299  caiD; crotonobetainyl-CoA hydratase,99980 Enzymes with EC numbers,Unclassified: metabolism,Not Included in Pathway or Brite
chr_7925,"K10854  acxB; acetone carboxylase, alpha subunit",99980 Enzymes with EC numbers,Unclassified: metabolism,Not Included in Pathway or Brite
chr_7926,"K10855  acxA; acetone carboxylase, beta subunit",99980 Enzymes with EC numbers,Unclassified: metabolism,Not Included in Pathway or Brite
chr_7928,K00054  mvaA; hydroxymethylglutaryl-CoA reductase,00900 Terpenoid backbone biosynthesis,Metabolism of terpenoids and polyketides,Metabolism
chr_7929,"K01640  E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase",00072 Synthesis and degradation of ketone bodies,Lipid metabolism,Metabolism
chr_7929,"K01640  E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase",00281 Geraniol degradation,Metabolism of terpenoids and polyketides,Metabolism
chr_7929,"K01640  E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase",00650 Butanoate metabolism,Carbohydrate metabolism,Metabolism
chr_7929,"K01640  E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase","00280 Valine, leucine and isoleucine degradation",Amino acid metabolism,Metabolism
chr_7929,"K01640  E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase",04146 Peroxisome,Transport and catabolism,Cellular Processes
chr_7932,K01336  E3.4.21.48; cerevisin,04138 Autophagy - yeast,Transport and catabolism,Cellular Processes
chr_7932,K01336  E3.4.21.48; cerevisin,03110 Chaperones and folding catalysts,Protein families: genetic information processing,Brite Hierarchies
chr_7932,K01336  E3.4.21.48; cerevisin,01002 Peptidases and inhibitors,Protein families: metabolism,Brite Hierarchies
chr_7941,K23269  purL; phosphoribosylformylglycinamidine synthase subunit PurL,00230 Purine metabolism,Nucleotide metabolism,Metabolism
chr_7942,K23265  purQ; phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase,00471 D-Glutamine and D-glutamate metabolism,Metabolism of other amino acids,Metabolism
chr_7942,K23265  purQ; phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase,00220 Arginine biosynthesis,Amino acid metabolism,Metabolism
chr_7942,K23265  purQ; phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase,00230 Purine metabolism,Nucleotide metabolism,Metabolism
chr_7942,K23265  purQ; phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase,"00250 Alanine, aspartate and glutamate metabolism",Amino acid metabolism,Metabolism
chr_7943,K23264  purS; phosphoribosylformylglycinamidine synthase subunit PurS,00230 Purine metabolism,Nucleotide metabolism,Metabolism
chr_7948,K06986  K06986; uncharacterized protein,99997 Function unknown,Poorly characterized,Not Included in Pathway or Brite
chr_7949,K01923  purC; phosphoribosylaminoimidazole-succinocarboxamide synthase,00230 Purine metabolism,Nucleotide metabolism,Metabolism
chr_7951,"K01756  purB, ADSL; adenylosuccinate lyase","00250 Alanine, aspartate and glutamate metabolism",Amino acid metabolism,Metabolism
chr_7951,"K01756  purB, ADSL; adenylosuccinate lyase",00230 Purine metabolism,Nucleotide metabolism,Metabolism
chr_7952,K01733  thrC; threonine synthase,00750 Vitamin B6 metabolism,Metabolism of cofactors and vitamins,Metabolism
chr_7952,K01733  thrC; threonine synthase,"00260 Glycine, serine and threonine metabolism",Amino acid metabolism,Metabolism
chr_7957,K11741  sugE; quaternary ammonium compound-resistance protein SugE,02000 Transporters,Protein families: signaling and cellular processes,Brite Hierarchies
chr_7961,K01620  ltaE; threonine aldolase,"00260 Glycine, serine and threonine metabolism",Amino acid metabolism,Metabolism
chr_7968,K01945  purD; phosphoribosylamine---glycine ligase,00230 Purine metabolism,Nucleotide metabolism,Metabolism
chr_7970,"K01126  E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase",00564 Glycerophospholipid metabolism,Lipid metabolism,Metabolism
chr_7972,"K01939  purA, ADSS; adenylosuccinate synthase","00250 Alanine, aspartate and glutamate metabolism",Amino acid metabolism,Metabolism
chr_7972,"K01939  purA, ADSS; adenylosuccinate synthase",00230 Purine metabolism,Nucleotide metabolism,Metabolism
chr_7978,"K01624  FBA, fbaA; fructose-bisphosphate aldolase, class II",00680 Methane metabolism,Energy metabolism,Metabolism
chr_7978,"K01624  FBA, fbaA; fructose-bisphosphate aldolase, class II",00010 Glycolysis / Gluconeogenesis,Carbohydrate metabolism,Metabolism
chr_7978,"K01624  FBA, fbaA; fructose-bisphosphate aldolase, class II",00030 Pentose phosphate pathway,Carbohydrate metabolism,Metabolism
chr_7978,"K01624  FBA, fbaA; fructose-bisphosphate aldolase, class II",00710 Carbon fixation in photosynthetic organisms,Energy metabolism,Metabolism
chr_7978,"K01624  FBA, fbaA; fructose-bisphosphate aldolase, class II",00051 Fructose and mannose metabolism,Carbohydrate metabolism,Metabolism
chr_7982,"K01443  nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase",00520 Amino sugar and nucleotide sugar metabolism,Carbohydrate metabolism,Metabolism
chr_7984,K03975  dedA; membrane-associated protein,99996 General function prediction only,Poorly characterized,Not Included in Pathway or Brite
chr_7987,K00762  pyrE; orotate phosphoribosyltransferase,00240 Pyrimidine metabolism,Nucleotide metabolism,Metabolism
chr_7988,K07124  K07124; uncharacterized protein,99997 Function unknown,Poorly characterized,Not Included in Pathway or Brite
