Reaction ID,Reaction (Long),Reaction (Short),Reversible,Enzyme,Genes,PATHWAY
R00660,Phosphoenolpyruvate + UDP-N-acetyl-alpha-D-glucosamine <=> UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine + Orthophosphate,C00074 + C00043 <=> C04631 + C00009,FALSE,2.5.1.7,chr_7028,rn00520;rn00550
R08856,"UDP-N-acetyl-alpha-D-glucosamine + di-trans,poly-cis-Undecaprenyl phosphate <=> N-Acetyl-D-glucosaminyldiphosphoundecaprenol + UMP",C00043 + C17556 <=> C01289 + C00105,TRUE,2.7.8.33,chr_7040,
R10137,"UDP-N-acetyl-alpha-D-glucosamine + Decaprenol phosphate <=> UMP + N-Acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol",C00043 + C02970 <=> C00105 + C20390,TRUE,2.7.8.35,chr_7040,
R12075,UDP-N-acetyl-D-glucosamine + Decaprenol phosphate <=> UMP + GlcNAc-pyrophosphoryldecaprenol,G10610 + C02970 <=> C00105 + G13118,FALSE,2.7.8.35,chr_7040,rn00572
R12859,"UDP-N-acetyl-D-glucosamine + di-trans,poly-cis-Undecaprenyl phosphate <=> N-Acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol + UMP",G10610 + C17556 <=> G13164 + C00105,FALSE,2.7.8.33,chr_7040,rn00552
R02603,"2-Hydroxy-2,4-pentadienoate + Succinate <=> 2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate + H2O",C00596 + C00042 <=> C04479 + C00001,FALSE,3.7.1.14,chr_7042,rn00360
R06789,"2-Hydroxy-6-ketononatrienedioate + H2O <=> 2-Hydroxy-2,4-pentadienoate + Fumarate",C12624 + C00001 <=> C00596 + C00122,FALSE,3.7.1.14,chr_7042,rn00360
R01771,ATP + L-Homoserine <=> ADP + O-Phospho-L-homoserine,C00002 + C00263 <=> C00008 + C01102,FALSE,2.7.1.39,chr_7048,rn00260;rn00270
R01773,L-Homoserine + NAD+ <=> L-Aspartate 4-semialdehyde + NADH + H+,C00263 + C00003 <=> C00441 + C00004 + C00080,TRUE,1.1.1.3,chr_7050,rn00260;rn00270;rn00300
R01775,L-Homoserine + NADP+ <=> L-Aspartate 4-semialdehyde + NADPH + H+,C00263 + C00006 <=> C00441 + C00005 + C00080,TRUE,1.1.1.3,chr_7050,rn00260;rn00270;rn00300
R00451,"meso-2,6-Diaminoheptanedioate <=> L-Lysine + CO2",C00680 <=> C00047 + C00011,FALSE,4.1.1.20,chr_7051,rn00300;rn00470
R08734,"(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA <=> (25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA",C15613 <=> C17343,FALSE,5.1.99.4,chr_7106,rn00120
R08739,"(25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA <=> (25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",C17345 <=> C17346,FALSE,5.1.99.4,chr_7106,rn00120
R13462,(25R)-3-Oxocholest-4-en-26-oyl-CoA <=> (25S)-3-Oxocholest-4-en-26-oyl-CoA,C23011 <=> C20840,TRUE,5.1.99.4,chr_7106,rn00984
R01068,"D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate",C00354 <=> C00111 + C00118,TRUE,4.1.2.13,( chr_7140 and chr_7978 ),rn00010;rn00030;rn00051;rn00680;rn00710
R01070,"beta-D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate",C05378 <=> C00111 + C00118,TRUE,4.1.2.13,( chr_7140 and chr_7978 ),
R02568,D-Fructose 1-phosphate <=> Glycerone phosphate + D-Glyceraldehyde,C01094 <=> C00111 + C00577,TRUE,4.1.2.13,( chr_7140 and chr_7978 ),rn00051
R08568,"L-Aspartate 4-semialdehyde + 6-Deoxy-5-ketofructose 1-phosphate <=> 2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid + Hydroxypyruvaldehyde phosphate",C00441 + C16848 <=> C16850 + C16849,FALSE,2.2.1.10,chr_7140,rn00400
R00396,L-Alanine + NAD+ + H2O <=> Pyruvate + Ammonia + NADH + H+,C00041 + C00003 + C00001 <=> C00022 + C00014 + C00004 + C00080,FALSE,1.4.1.1,chr_7159,rn00250;rn00430
R01465,L-Threonine + NAD+ <=> L-2-Amino-3-oxobutanoic acid + NADH + H+,C00188 + C00003 <=> C03508 + C00004 + C00080,FALSE,1.1.1.103,chr_7167,rn00260
R00371,Acetyl-CoA + Glycine <=> CoA + L-2-Amino-3-oxobutanoic acid,C00024 + C00037 <=> C00010 + C03508,TRUE,2.3.1.29,chr_7168,rn00260
R02288,4-Imidazolone-5-propanoate + H2O <=> N-Formimino-L-glutamate,C03680 + C00001 <=> C00439,FALSE,3.5.2.7,chr_7171,rn00340
R02286,N-Formimino-L-glutamate + H2O <=> N-Formyl-L-glutamate + Ammonia,C00439 + C00001 <=> C01045 + C00014,FALSE,3.5.3.13,chr_7172,rn00340
R02914,4-Imidazolone-5-propanoate <=> Urocanate + H2O,C03680 <=> C00785 + C00001,FALSE,4.2.1.49,chr_7174,rn00340
R01168,L-Histidine <=> Urocanate + Ammonia,C00135 <=> C00785 + C00014,FALSE,4.3.1.3,chr_7175,rn00340
R00216,(S)-Malate + NADP+ <=> Pyruvate + CO2 + NADPH + H+,C00149 + C00006 <=> C00022 + C00011 + C00005 + C00080,TRUE,1.1.1.40,chr_7183,rn00620;rn00710
R06514,dTDP-4-oxo-6-deoxy-D-glucose <=> dTDP-4-dehydro-beta-L-rhamnose,C11907 <=> C00688,FALSE,5.1.3.13,chr_7184,rn00521;rn00523;rn00541
R03460,Phosphoenolpyruvate + Shikimate 3-phosphate <=> Orthophosphate + 5-O-(1-Carboxyvinyl)-3-phosphoshikimate,C00074 + C03175 <=> C00009 + C01269,TRUE,2.5.1.19,chr_7210,rn00400
R00615,Thiamin diphosphate + H2O <=> Thiamin monophosphate + Orthophosphate,C00068 + C00001 <=> C01081 + C00009,FALSE,3.6.1.15;3.6.1.-,chr_7211,rn00730
R02135,Thiamin monophosphate + H2O <=> Thiamine + Orthophosphate,C01081 + C00001 <=> C00378 + C00009,FALSE,3.1.3.1;3.1.3.2;3.1.3.100,chr_7211,rn00730
R02251,"Triacylglycerol + CoA <=> 1,2-Diacyl-sn-glycerol + Acyl-CoA",C00422 + C00010 <=> C00641 + C00040,FALSE,2.3.1.20,chr_7215,rn00561
R13459,Long-chain acyl-CoA + Primary alcohol <=> CoA + Wax ester,C02843 + C00226 <=> C00010 + C01629,FALSE,2.3.1.75,chr_7215,rn00073
R01818,D-Mannose 6-phosphate <=> D-Mannose 1-phosphate,C00275 <=> C00636,TRUE,5.4.2.8,chr_7234,rn00051;rn00520
R09398,"7,8-Didemethyl-8-hydroxy-5-deazariboflavin + (2S)-Lactyl-2-diphospho-5'-guanosine <=> Coenzyme F420-0 + GMP",C19154 + C19155 <=> C19153 + C00144,FALSE,2.7.8.28,chr_7242,rn00680
R12648,"Enolpyruvoyl-2-diphospho-5'-guanosine + 7,8-Didemethyl-8-hydroxy-5-deazariboflavin <=> GMP + Dehydro coenzyme F420-0",C22297 + C19154 <=> C00144 + C22277,FALSE,2.7.8.28,chr_7242,rn00680
R00885,GTP + D-Mannose 1-phosphate <=> Diphosphate + GDP-mannose,C00044 + C00636 <=> C00013 + C00096,FALSE,2.7.7.13,chr_7246,rn00051;rn00520;rn00541
R10175,"dTDP-L-rhamnose + N-Acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol <=> dTDP + alpha-L-Rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol",C03319 + C20390 <=> C00363 + C20416,TRUE,2.4.1.289,chr_7248,
R12077,dTDP-L-rhamnose + GlcNAc-pyrophosphoryldecaprenol <=> dTDP + Rhamnosyl-N-acetyl-glucosaminyl-decaprenyl diphosphate,C03319 + G13118 <=> C00363 + G13119,FALSE,2.4.1.289,chr_7248,rn00572
R02777,dTDP-L-rhamnose + NADP+ <=> dTDP-4-dehydro-beta-L-rhamnose + NADPH + H+,C03319 + C00006 <=> C00688 + C00005 + C00080,FALSE,1.1.1.133,chr_7254,rn00521;rn00523;rn00541
R06513,dTDP-glucose <=> dTDP-4-oxo-6-deoxy-D-glucose + H2O,C00842 <=> C11907 + C00001,FALSE,4.2.1.46,chr_7255,rn00521;rn00523;rn00525;rn00541;rn01055
R07405,5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole <=> 1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate,C15667 <=> C04751,TRUE,5.4.99.18,chr_7261,rn00230
R07404,ATP + Aminoimidazole ribotide + HCO3- <=> ADP + Orthophosphate + 5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole,C00002 + C03373 + C00288 <=> C00008 + C00009 + C15667,FALSE,6.3.4.18,chr_7262,rn00230
R03013,L-Histidinol phosphate + H2O <=> L-Histidinol + Orthophosphate,C01100 + C00001 <=> C00860 + C00009,FALSE,3.1.3.15,chr_7268,rn00340
R05226,Adenosyl cobyrinate hexaamide + (R)-1-Aminopropan-2-ol <=> Adenosyl cobinamide + H2O,C06507 + C03194 <=> C06508 + C00001,FALSE,3.5.1.90,chr_7279,rn00860
R01360,(S)-3-Hydroxy-3-methylglutaryl-CoA <=> Acetyl-CoA + Acetoacetate,C00356 <=> C00024 + C00164,FALSE,4.1.3.4,chr_7280,rn00280;rn00650
R08090,3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA <=> 7-Methyl-3-oxo-6-octenoyl-CoA + Acetate,C04675 <=> C16466 + C00033,FALSE,4.1.3.4;4.1.3.26,chr_7280,rn00907
R01074,ATP + Biotin <=> Diphosphate + Biotinyl-5'-AMP,C00002 + C00120 <=> C00013 + C05921,FALSE,6.2.1.11;6.3.4.9;6.3.4.10;6.3.4.11;6.3.4.15,chr_7282,rn00780
R05145,Biotinyl-5'-AMP + Apo-[carboxylase] <=> AMP + Holo-[carboxylase],C05921 + C06249 <=> C00020 + C06250,FALSE,6.3.4.9;6.3.4.10;6.3.4.11;6.3.4.15,chr_7282,rn00780
R00847,ATP + Glycerol <=> ADP + sn-Glycerol 3-phosphate,C00002 + C00116 <=> C00008 + C00093,FALSE,2.7.1.30,chr_7305,rn00561
R00551,L-Arginine + H2O <=> L-Ornithine + Urea,C00062 + C00001 <=> C00077 + C00086,FALSE,3.5.3.1,chr_7309,rn00220;rn00330
R07675,"L-Galactose + NAD+ <=> L-Galactono-1,4-lactone + NADH + H+",C01825 + C00003 <=> C01115 + C00004 + C00080,FALSE,1.1.1.122;1.1.1.316,chr_7311,rn00053
R08926,"L-Fucose + NAD+ <=> L-Fucono-1,5-lactone + NADH + H+",C01019 + C00003 <=> C18028 + C00004 + C00080,FALSE,1.1.1.122,chr_7311,rn00051
R03688,L-Fuconate <=> 2-Dehydro-3-deoxy-L-fuconate + H2O,C01720 <=> C03827 + C00001,FALSE,4.2.1.68,chr_7317,rn00051
R01526,ATP + D-Ribulose <=> ADP + D-Ribulose 5-phosphate,C00002 + C00309 <=> C00008 + C00199,TRUE,2.7.1.16;2.7.1.47,chr_7330,rn00040
R00548,FMN + H2O <=> Riboflavin + Orthophosphate,C00061 + C00001 <=> C00255 + C00009,FALSE,3.1.3.2;3.1.3.102,chr_7331,rn00740
R07280,5-Amino-6-(5'-phospho-D-ribitylamino)uracil + H2O <=> 5-Amino-6-(1-D-ribitylamino)uracil + Orthophosphate,C04454 + C00001 <=> C04732 + C00009,FALSE,3.1.3.104,chr_7331,rn00740
R01561,Adenosine + Orthophosphate <=> Adenine + alpha-D-Ribose 1-phosphate,C00212 + C00009 <=> C00147 + C00620,TRUE,2.4.2.1,chr_7346,rn00230
R01863,Inosine + Orthophosphate <=> Hypoxanthine + alpha-D-Ribose 1-phosphate,C00294 + C00009 <=> C00262 + C00620,TRUE,2.4.2.1,chr_7346,rn00230
R01969,Deoxyguanosine + Orthophosphate <=> Guanine + 2-Deoxy-D-ribose 1-phosphate,C00330 + C00009 <=> C00242 + C00672,TRUE,2.4.2.1;2.4.2.4,chr_7346,rn00230
R02147,Guanosine + Orthophosphate <=> Guanine + alpha-D-Ribose 1-phosphate,C00387 + C00009 <=> C00242 + C00620,TRUE,2.4.2.1;2.4.2.15,chr_7346,rn00230
R02294,Nicotinamide-beta-riboside + Orthophosphate <=> Nicotinamide + alpha-D-Ribose 1-phosphate,C03150 + C00009 <=> C00153 + C00620,TRUE,2.4.2.1,chr_7346,rn00760
R02295,Nicotinate D-ribonucleoside + Orthophosphate <=> Nicotinate + alpha-D-Ribose 1-phosphate + H+,C05841 + C00009 <=> C00253 + C00620 + C00080,TRUE,2.4.2.1,chr_7346,rn00760
R02297,Xanthosine + Orthophosphate <=> Xanthine + alpha-D-Ribose 1-phosphate,C01762 + C00009 <=> C00385 + C00620,TRUE,2.4.2.1,chr_7346,rn00230
R02557,Deoxyadenosine + Orthophosphate <=> Adenine + 2-Deoxy-D-ribose 1-phosphate,C00559 + C00009 <=> C00147 + C00672,TRUE,2.4.2.1,chr_7346,rn00230
R02748,Deoxyinosine + Orthophosphate <=> Hypoxanthine + 2-Deoxy-D-ribose 1-phosphate,C05512 + C00009 <=> C00262 + C00672,TRUE,2.4.2.1;2.4.2.4,chr_7346,rn00230
R08368,N-D-Ribosylpurine + Orthophosphate <=> Purine + alpha-D-Ribose 1-phosphate,C15586 + C00009 <=> C15587 + C00620,TRUE,2.4.2.1,chr_7346,
R10244,Purine deoxyribonucleoside + Orthophosphate <=> Purine + 2-Deoxy-D-ribose 1-phosphate,C20463 + C00009 <=> C15587 + C00672,TRUE,2.4.2.1,chr_7346,
R00604,Formaldehyde + NAD+ + H2O <=> Formate + NADH + H+,C00067 + C00003 + C00001 <=> C00058 + C00004 + C00080,FALSE,1.2.1.46,chr_7360,rn00625;rn00680
R01066,2-Deoxy-D-ribose 5-phosphate <=> D-Glyceraldehyde 3-phosphate + Acetaldehyde,C00673 <=> C00118 + C00084,TRUE,4.1.2.4,chr_7377,rn00030
R01560,Adenosine + H2O <=> Inosine + Ammonia,C00212 + C00001 <=> C00294 + C00014,FALSE,3.5.4.4,chr_7386,rn00230
R02556,Deoxyadenosine + H2O <=> Deoxyinosine + Ammonia,C00559 + C00001 <=> C05512 + C00014,FALSE,3.5.4.4,chr_7386,rn00230
R01570,Thymidine + Orthophosphate <=> Thymine + 2-Deoxy-D-ribose 1-phosphate,C00214 + C00009 <=> C00178 + C00672,TRUE,2.4.2.2;2.4.2.4,chr_7388,rn00240
R02484,Deoxyuridine + Orthophosphate <=> Uracil + 2-Deoxy-D-ribose 1-phosphate,C00526 + C00009 <=> C00106 + C00672,TRUE,2.4.2.2;2.4.2.3;2.4.2.4,chr_7388,rn00240
R08222,5'-Deoxy-5-fluorouridine + Orthophosphate <=> 5-FU + 5-Deoxyribose-1-phosphate,C12739 + C00009 <=> C07649 + C16637,FALSE,2.4.2.4,chr_7388,rn00983
R08230,5-FU + 2-Deoxy-D-ribose 1-phosphate <=> 5-Fluorodeoxyuridine + Orthophosphate,C07649 + C00672 <=> C11736 + C00009,TRUE,2.4.2.4,chr_7388,rn00983
R01878,Cytidine + H2O <=> Uridine + Ammonia,C00475 + C00001 <=> C00299 + C00014,FALSE,3.5.4.5,chr_7390,rn00240
R02485,Deoxycytidine + H2O <=> Deoxyuridine + Ammonia,C00881 + C00001 <=> C00526 + C00014,FALSE,3.5.4.5,chr_7390,rn00240
R08221,5'-Deoxy-5-fluorocytidine + H2O <=> 5'-Deoxy-5-fluorouridine + Ammonia,C16635 + C00001 <=> C12739 + C00014,FALSE,3.5.4.5,chr_7390,rn00983
R13327,Cyclohexane-1-carboxylate + 2 Reduced ferredoxin + Oxygen + 2 H+ <=> trans-4-Hydroxycyclohexanecarboxylate + 2 Oxidized ferredoxin + H2O,C09822 + 2 C00138 + C00007 + 2 C00080 <=> C04404 + 2 C00139 + C00001,FALSE,1.14.15.40,chr_7409,rn00362
R00267,Isocitrate + NADP+ <=> 2-Oxoglutarate + CO2 + NADPH + H+,C00311 + C00006 <=> C00026 + C00011 + C00005 + C00080,FALSE,1.1.1.42,chr_7439,rn00480;rn00720
R00268,Oxalosuccinate <=> 2-Oxoglutarate + CO2,C05379 <=> C00026 + C00011,TRUE,1.1.1.42,chr_7439,rn00020
R01899,Isocitrate + NADP+ <=> Oxalosuccinate + NADPH + H+,C00311 + C00006 <=> C05379 + C00005 + C00080,TRUE,1.1.1.42,chr_7439,rn00020
R01220,"5,10-Methylenetetrahydrofolate + NADP+ <=> 5,10-Methenyltetrahydrofolate + NADPH",C00143 + C00006 <=> C00445 + C00005,TRUE,1.5.1.5,chr_7457,rn00670;rn00720
R01655,"5,10-Methenyltetrahydrofolate + H2O <=> 10-Formyltetrahydrofolate + H+",C00445 + C00001 <=> C00234 + C00080,TRUE,3.5.4.9,chr_7457,rn00670;rn00720
R09107,N-Acetyl-L-citrulline + H2O <=> Acetate + L-Citrulline,C15532 + C00001 <=> C00033 + C00327,FALSE,3.5.1.16,chr_7469,rn00220
R01127,IMP + H2O <=> 1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide,C00130 + C00001 <=> C04734,TRUE,3.5.4.10,chr_7476,rn00230
R04560,10-Formyltetrahydrofolate + 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide <=> Tetrahydrofolate + 1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide,C00234 + C04677 <=> C00101 + C04734,FALSE,2.1.2.3,chr_7476,rn00230;rn00670
R04325,10-Formyltetrahydrofolate + 5'-Phosphoribosylglycinamide <=> Tetrahydrofolate + 5'-Phosphoribosyl-N-formylglycinamide,C00234 + C03838 <=> C00101 + C04376,FALSE,2.1.2.2,chr_7477,rn00230;rn00670
R04326,"5'-Phosphoribosylglycinamide + 5,10-Methenyltetrahydrofolate + H2O <=> 5'-Phosphoribosyl-N-formylglycinamide + Tetrahydrofolate",C03838 + C00445 + C00001 <=> C04376 + C00101,FALSE,2.1.2.2,chr_7477,rn00670
R00405,ATP + Succinate + CoA <=> ADP + Orthophosphate + Succinyl-CoA,C00002 + C00042 + C00010 <=> C00008 + C00009 + C00091,TRUE,6.2.1.5,( chr_7480 and chr_7481 ),rn00020;rn00640;rn00720
R02404,ATP + Itaconate + CoA <=> ADP + Orthophosphate + Itaconyl-CoA,C00002 + C00490 + C00010 <=> C00008 + C00009 + C00531,TRUE,6.2.1.5,( chr_7480 and chr_7481 ),rn00660
R01361,(R)-3-Hydroxybutanoate + NAD+ <=> Acetoacetate + NADH + H+,C01089 + C00003 <=> C00164 + C00004 + C00080,TRUE,1.1.1.30,chr_7494,rn00650
R01230,ATP + Xanthosine 5'-phosphate + Ammonia <=> AMP + Diphosphate + GMP,C00002 + C00655 + C00014 <=> C00020 + C00013 + C00144,FALSE,6.3.5.2,chr_7513,rn00230
R01231,ATP + Xanthosine 5'-phosphate + L-Glutamine + H2O <=> AMP + Diphosphate + GMP + L-Glutamate,C00002 + C00655 + C00064 + C00001 <=> C00020 + C00013 + C00144 + C00025,FALSE,6.3.5.2,chr_7513,rn00230
R08244,6-Thioxanthine 5'-monophosphate + ATP + L-Glutamine + H2O <=> 6-Thioguanosine monophosphate + AMP + Diphosphate + L-Glutamate,C16618 + C00002 + C00064 + C00001 <=> C16619 + C00020 + C00013 + C00025,FALSE,6.3.5.2,chr_7513,rn00983
R01130,IMP + NAD+ + H2O <=> Xanthosine 5'-phosphate + NADH + H+,C00130 + C00003 + C00001 <=> C00655 + C00004 + C00080,FALSE,1.1.1.205,chr_7514,rn00230
R08240,6-Thioinosine-5'-monophosphate + NAD+ + H2O <=> 6-Thioxanthine 5'-monophosphate + NADH + H+,C04646 + C00003 + C00001 <=> C16618 + C00004 + C00080,FALSE,1.1.1.205,chr_7514,rn00983
R08572,D-Glycerate + ATP <=> 2-Phospho-D-glycerate + ADP,C00258 + C00002 <=> C00631 + C00008,FALSE,2.7.1.165,chr_7534,rn00030;rn00260;rn00561;rn00630;rn00680
R00013,2 Glyoxylate <=> 2-Hydroxy-3-oxopropanoate + CO2,2 C00048 <=> C01146 + C00011,FALSE,4.1.1.47,chr_7535,rn00630
R01745,D-Glycerate + NAD+ <=> 2-Hydroxy-3-oxopropanoate + NADH + H+,C00258 + C00003 <=> C01146 + C00004 + C00080,TRUE,1.1.1.60,chr_7536,rn00630
R01747,D-Glycerate + NADP+ <=> 2-Hydroxy-3-oxopropanoate + NADPH + H+,C00258 + C00006 <=> C01146 + C00005 + C00080,TRUE,1.1.1.60,chr_7536,rn00630
R01394,Hydroxypyruvate <=> 2-Hydroxy-3-oxopropanoate,C00168 <=> C01146,FALSE,5.3.1.22,chr_7537,rn00630
R06601,"5-Hydroxyisourate + H2O <=> 5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate",C11821 + C00001 <=> C12248,FALSE,3.5.2.17,chr_7541,rn00230
R02106,Urate + Oxygen + H2O <=> 5-Hydroxyisourate + Hydrogen peroxide,C00366 + C00007 + C00001 <=> C11821 + C00027,FALSE,1.7.3.3,chr_7542,rn00230
R07981,"1,3,7-Trimethyluric acid + Oxygen + 2 H2O <=> 3,6,8-Trimethylallantoin + CO2 + Hydrogen peroxide",C16361 + C00007 + 2 C00001 <=> C16362 + C00011 + C00027,FALSE,1.7.3.3,chr_7542,rn00232
R00472,(S)-Malate + CoA <=> Acetyl-CoA + H2O + Glyoxylate,C00149 + C00010 <=> C00024 + C00001 + C00048,FALSE,2.3.3.9,chr_7548,rn00620;rn00630
R00401,L-Alanine <=> D-Alanine,C00041 <=> C00133,TRUE,5.1.1.1,chr_7553,rn00470
R02060,alpha-D-Glucosamine 1-phosphate <=> D-Glucosamine 6-phosphate,C06156 <=> C00352,TRUE,5.4.2.10,chr_7565,rn00520
R00355,L-Aspartate + 2-Oxoglutarate <=> Oxaloacetate + L-Glutamate,C00049 + C00026 <=> C00036 + C00025,FALSE,2.6.1.1,chr_7657,rn00220;rn00250;rn00710
R00896,L-Cysteine + 2-Oxoglutarate <=> Mercaptopyruvate + Glutamate,C00097 + C00026 <=> C00957 + C00302,TRUE,2.6.1.1,chr_7657,rn00270
R02433,L-Cysteate + 2-Oxoglutarate <=> 3-Sulfopyruvate + L-Glutamate,C00506 + C00026 <=> C05528 + C00025,TRUE,2.6.1.1,chr_7657,rn00270
R02619,3-Sulfino-L-alanine + 2-Oxoglutarate <=> 3-Sulfinylpyruvate + L-Glutamate,C00606 + C00026 <=> C05527 + C00025,FALSE,2.6.1.1,chr_7657,rn00270
R05052,L-erythro-4-Hydroxyglutamate + 2-Oxoglutarate <=> (4R)-4-Hydroxy-2-oxoglutarate + L-Glutamate,C05947 + C00026 <=> C05946 + C00025,FALSE,2.6.1.1;2.6.1.23,chr_7657,rn00330
R02328,dTTP + D-Glucose 1-phosphate <=> Diphosphate + dTDP-glucose,C00459 + C00103 <=> C00013 + C00842,FALSE,2.7.7.24,chr_7667,rn00520;rn00521;rn00523;rn00525;rn00541
R11945,Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,C00399 + C00004 + C00080 + 4 C00080 <=> C00390 + C00003 + 4 C00080,TRUE,7.1.1.2,( chr_7673 and chr_7674 and chr_7675 and chr_7676 and chr_7677 and chr_7678 and chr_7679 and chr_7680 and chr_7681 and chr_7682 and chr_7683 and chr_7684 and chr_7685 and chr_7686 ),
R09736,Demethylmenaquinol + S-Adenosyl-L-methionine <=> Menaquinol + S-Adenosyl-L-homocysteine,C19847 + C00019 <=> C05819 + C00021,FALSE,2.1.1.163,chr_7692,rn00130
R09737,"S-Adenosyl-L-methionine + 2-Methoxy-6-all-trans-polyprenyl-1,4-benzoquinol <=> S-Adenosyl-L-homocysteine + 5-Methoxy-2-methyl-3-(all-trans-polyprenyl)benzene-1,4-diol",C00019 + C19858 <=> C00021 + C19859,FALSE,2.1.1.201,chr_7692,rn00130
R08165,Isochorismate + 2-Oxoglutarate <=> 2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate + CO2,C00885 + C00026 <=> C16519 + C00011,FALSE,2.2.1.9,chr_7700,rn00130
R07263,"2-Succinylbenzoyl-CoA <=> 1,4-Dihydroxy-2-naphthoyl-CoA + H2O",C03160 <=> C15547 + C00001,TRUE,4.1.3.36,chr_7701,rn00130
R04030,ATP + 2-Succinylbenzoate + CoA <=> AMP + Diphosphate + 2-Succinylbenzoyl-CoA,C00002 + C02730 + C00010 <=> C00020 + C00013 + C03160,FALSE,6.2.1.26,chr_7702,rn00130
R10757,"all-trans-Polyprenyl diphosphate + 1,4-Dihydroxy-2-naphthoate <=> Demethylmenaquinol + Diphosphate + CO2",C05847 + C03657 <=> C19847 + C00013 + C00011,FALSE,2.5.1.74,chr_7703,rn00130
R02272,5-Aminolevulinate <=> (S)-4-Amino-5-oxopentanoate,C00430 <=> C03741,FALSE,5.4.3.8,chr_7715,rn00860
R00036,2 5-Aminolevulinate <=> Porphobilinogen + 2 H2O,2 C00430 <=> C00931 + 2 C00001,FALSE,4.2.1.24,chr_7723,rn00860
R00084,4 Porphobilinogen + H2O <=> Hydroxymethylbilane + 4 Ammonia,4 C00931 + C00001 <=> C01024 + 4 C00014,FALSE,2.5.1.61,chr_7731,rn00860
R04109,L-Glutamyl-tRNA(Glu) + NADPH + H+ <=> (S)-4-Amino-5-oxopentanoate + tRNA(Glu) + NADP+,C02987 + C00005 + C00080 <=> C03741 + C01641 + C00006,FALSE,1.2.1.70,chr_7732,rn00860
R01248,L-Proline + NAD+ <=> (S)-1-Pyrroline-5-carboxylate + NADH + H+,C00148 + C00003 <=> C03912 + C00004 + C00080,TRUE,1.5.1.2,chr_7744,rn00330
R01251,L-Proline + NADP+ <=> (S)-1-Pyrroline-5-carboxylate + NADPH + H+,C00148 + C00006 <=> C03912 + C00005 + C00080,TRUE,1.5.1.2,chr_7744,rn00330
R03291,Hydroxyproline + NAD+ <=> L-1-Pyrroline-3-hydroxy-5-carboxylate + NADH + H+,C01157 + C00003 <=> C04281 + C00004 + C00080,FALSE,1.5.1.2,chr_7744,rn00330
R03293,Hydroxyproline + NADP+ <=> L-1-Pyrroline-3-hydroxy-5-carboxylate + NADPH + H+,C01157 + C00006 <=> C04281 + C00005 + C00080,FALSE,1.5.1.2,chr_7744,rn00330
R03191,UDP-N-acetylmuramate + NAD+ <=> UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine + NADH + H+,C01050 + C00003 <=> C04631 + C00004 + C00080,FALSE,1.3.1.98,chr_7765,rn00520;rn00550
R03192,UDP-N-acetylmuramate + NADP+ <=> UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine + NADPH + H+,C01050 + C00006 <=> C04631 + C00005 + C00080,FALSE,1.3.1.98,chr_7765,rn00520;rn00550
R04138,ATP + 3-Methylcrotonyl-CoA + HCO3- <=> ADP + Orthophosphate + 3-Methylglutaconyl-CoA,C00002 + C03069 + C00288 <=> C00008 + C00009 + C03231,FALSE,6.4.1.4,( chr_7800 and chr_7801 ),rn00280
R05553,4-Amino-4-deoxychorismate <=> 4-Aminobenzoate + Pyruvate,C11355 <=> C00568 + C00022,FALSE,4.1.3.38,chr_7912,rn00790
R04208,ATP + 2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine <=> ADP + Orthophosphate + Aminoimidazole ribotide,C00002 + C04640 <=> C00008 + C00009 + C03373,FALSE,6.3.3.1,chr_7918,rn00230
